# Original catalog: COSMOS2015_Laigle+_v1.1.fits.gz
# 
# Selected: 0 < ip (after correction) < 25.0,
#           ip_FLAGS < 4,
#           TYPE == 0,
#           PHOTOZ > 0,
#           CLASS == 0
# 
# Observe with: Single fibers
# 
# Date: 20 Jul 2021
# 
#  NUMBER  ALPHA_J2000  DELTA_J2000 PHOTOZ  MASS    SFR       u   u_err       B   B_err       V   V_err       r   r_err       i   i_err       z   z_err
   230285 149.54782319  1.630362157   0.38  8.90  -1.65   26.72   -1.00   26.32    0.20   25.12    0.12   24.50    0.07   23.96    0.06   23.77    0.07
   230319 149.57109698  1.630119626   1.12 10.37  -0.77   26.76   -1.00   26.09    0.17   25.65    0.17   24.81    0.09   23.88    0.05   22.74    0.03
   230357 150.32909202  1.629974270   1.35 10.79  -0.06   26.42    0.56   25.09    0.09   24.66    0.09   24.16    0.06   23.24    0.03   22.43    0.02
   230386 150.37791131  1.628652361   0.53 10.78  -5.39   25.45    0.25   24.10    0.06   22.73    0.03   21.74    0.02   20.86    0.01   20.43    0.00
   230398 150.24143576  1.629915598   1.56 10.83  -0.31   26.91   -1.00   26.50    0.24   25.41    0.15   25.03    0.10   24.07    0.06   23.53    0.06
   230400 150.15314981  1.629365821   0.84 10.35  -2.98   26.14    0.30   25.32    0.13   23.96    0.06   23.14    0.04   21.90    0.02   21.34    0.01
   230684 149.66042636  1.630858892   0.40  8.70  -1.88   26.46    0.68   25.82    0.14   24.92    0.10   24.16    0.06   23.74    0.06   23.47    0.05
   230930 149.88205587  1.631073417   1.28 10.75  -1.25   26.67   -1.00   26.80    0.32   26.19    0.27   25.23    0.12   23.99    0.06   22.98    0.03
   231062 149.51531677  1.631608690   1.21 10.65 -12.29   26.85   -1.00   27.21    0.41   26.91    0.48   25.59    0.15   24.42    0.08   23.44    0.05
   231206 150.33430080  1.631532848   1.20 10.78 -12.16   26.81   -1.00   26.50    0.23   26.21    0.24   25.34    0.11   24.08    0.05   23.10    0.03
   231240 149.46569822  1.630434643   0.62 10.41  -0.32   25.16    0.18   24.66    0.07   23.75    0.05   22.97    0.03   22.02    0.02   21.61    0.01
   231352 149.67637026  1.630025069   0.79 10.64 -10.13   26.64   -1.00   25.67    0.13   24.16    0.07   23.30    0.04   22.07    0.02   21.45    0.01
   231426 150.26117960  1.632867804   0.26  7.75  -5.58   26.95   -1.00   26.68    0.28   25.43    0.15   25.19    0.11   24.88    0.12   24.88    0.18
   231528 150.35010856  1.631859465   0.68 10.42  -0.50   26.05    0.40   25.57    0.13   24.37    0.07   23.55    0.04   22.46    0.02   22.01    0.01
   231534 149.65822867  1.631253201   0.31  9.41  -8.33   25.12    0.21   24.07    0.05   22.89    0.03   22.36    0.04   21.82    0.02   21.54    0.01
   231599 150.36639907  1.631189344   0.51 10.38  -0.74   25.54    0.26   24.67    0.07   23.59    0.05   22.62    0.02   21.74    0.01   21.36    0.01
   231677 150.33034847  1.630529951   1.27 11.09   1.24   26.16    0.58   25.80    0.19   25.66    0.22   24.89    0.11   23.84    0.06   22.83    0.03
   231725 149.99510230  1.632480329   1.28 10.88  -2.41   26.71    0.62   26.78    0.31   26.27    0.30   25.38    0.13   24.07    0.07   23.11    0.04
   231739 149.48630351  1.631207520   0.35  9.61  -1.31   25.00    0.16   24.17    0.05   23.14    0.04   22.55    0.02   22.05    0.02   21.78    0.01
   231975 149.88685221  1.631492292   1.34 11.10  -0.46   26.49   -1.00   25.67    0.15   25.04    0.13   24.20    0.07   23.01    0.03   22.10    0.02
   232132 149.77828678  1.632934948   1.54 10.99 -11.95   26.63   -1.00   27.56    0.59   27.28   -1.00   26.49    0.34   24.83    0.12   23.97    0.09
   232175 149.49547705  1.633698881   0.22  7.75  -7.83   26.70   -1.00   26.93    0.40   25.50    0.17   25.41    0.20   24.64    0.12   24.80    0.20
   232213 149.99040410  1.632501086   1.36 11.21  -0.35   26.10    0.39   25.44    0.12   25.01    0.12   24.05    0.05   22.90    0.03   21.86    0.01
   232345 150.34052033  1.631772794   0.25  9.06 -20.38   25.29   -1.00   25.04    0.26   24.16    0.17   23.36    0.09   22.59    0.06   22.54    0.08
   232412 150.21206623  1.633734705   0.91  9.66  -0.92   26.27    0.38   26.18    0.18   25.64    0.17   24.91    0.09   23.99    0.06   23.46    0.05
   232544 150.36591572  1.634338084   1.60  9.96   2.24   26.43   -1.00   26.21    0.28   25.93    0.31   25.15    0.14   24.22    0.10   24.18    0.13
   232599 149.70960315  1.633775848   0.81 10.08 -25.87   26.71    0.79   26.07    0.17   26.14    0.26   25.80    0.18   24.83    0.12   23.68    0.06
   232649 149.89810943  1.634220615   0.89 10.36  -0.33   26.52    0.63   26.12    0.18   25.23    0.13   24.70    0.08   23.66    0.05   22.91    0.03
   232685 150.35934706  1.634176792   0.55  9.15  -5.61   26.83   -1.00   26.21    0.20   25.34    0.14   24.44    0.06   23.66    0.04   23.46    0.04
   232719 150.29933951  1.634230556   0.11  7.81  -3.10   25.62    0.25   25.19    0.10   24.29    0.07   23.93    0.05   23.60    0.04   23.41    0.04
   232771 150.21234694  1.633212690   0.88 10.78  -2.51   26.76    0.63   25.82    0.14   24.50    0.08   23.55    0.04   22.29    0.02   21.53    0.01
   232876 150.12540113  1.634380945   1.98 10.95  -1.78   27.25   -1.00   27.81   -1.00   26.25    0.28   25.35    0.12   24.83    0.11   23.90    0.07
   233071 150.21711233  1.635122933   0.21  8.29  -7.29   26.18    0.37   25.19    0.09   24.22    0.06   23.75    0.04   23.35    0.04   23.12    0.04
   233105 150.33107884  1.634240939   1.42 10.96   1.29   24.94    0.16   24.49    0.07   24.24    0.07   24.00    0.05   23.35    0.04   22.74    0.03
   233188 149.90920397  1.633795788   0.83 10.59  -0.14   25.26    0.24   25.06    0.10   24.38    0.08   23.64    0.05   22.50    0.02   21.97    0.02
   233294 150.08275813  1.634471990   1.40 10.95  -0.19   26.53    0.46   25.69    0.14   25.18    0.13   24.58    0.07   23.43    0.04   22.53    0.02
   233296 149.84939466  1.634522002   0.41  9.37  -7.08   25.86    0.36   25.02    0.09   23.88    0.05   23.18    0.03   22.61    0.02   22.32    0.02
   233353 150.36148603  1.635362053   0.51  9.63  -2.93   26.86   -1.00   25.85    0.15   24.75    0.09   23.71    0.04   22.90    0.03   22.62    0.02
   233490 150.34911746  1.633722700   0.53 10.72  -0.19   24.31    0.09   23.56    0.04   22.57    0.03   21.70    0.02   20.92    0.01   20.48    0.00
   233582 149.79560024  1.632888558   0.51 10.40  -7.34   24.93    0.16   23.64    0.04   22.48    0.03   21.56    0.01   20.82    0.01   20.44    0.00
   233596 149.98567354  1.635630409   1.24 10.74  -1.26   27.00   -1.00   26.77    0.29   25.97    0.23   25.02    0.10   23.80    0.05   22.77    0.03
   233681 150.31147722  1.635835230   1.71 10.94   1.97   26.81    0.76   26.01    0.17   25.36    0.14   25.02    0.10   24.17    0.06   23.67    0.06
   233705 149.88513649  1.634850222   1.26 11.08  -1.49   26.55   -1.00   26.56    0.27   25.56    0.18   24.58    0.08   23.25    0.04   22.22    0.02
   233735 149.71328810  1.636450314   1.04 10.52  -0.60   26.78   -1.00   26.55    0.22   25.86    0.18   24.97    0.09   23.87    0.05   22.90    0.03
   233751 150.03395152  1.635972172   0.84 10.08  -2.48   27.16    0.74   26.97    0.35   25.75    0.20   24.82    0.09   23.58    0.05   22.96    0.03
   233849 149.73466142  1.632865022   0.68 10.54  -0.38 -100.09  -99.90   25.61    0.14   24.18    0.07   23.36    0.04   22.23    0.02   21.76    0.01
   233906 149.59505279  1.641577396   1.22 10.97  -1.77   24.36   -1.00   24.02    0.22   24.24    0.39   23.08    0.16   22.11    0.10   21.47    0.08
   234014 150.24397914  1.634203332   0.86 11.07   0.59   25.65    0.29   25.32    0.11   24.19    0.07   23.43    0.04   22.22    0.02   21.42    0.01
   234078 150.34795086  1.641081441   0.70 11.19   0.46   23.36    0.11   22.91    0.05   22.05    0.04   21.35    0.02   20.40    0.01   19.98    0.01
   234131 149.68702464  1.635167293   0.37  9.69  -1.22   24.99    0.17   24.23    0.05   23.15    0.04   22.53    0.02   22.03    0.02   21.73    0.01
   234144 150.34083214  1.637570037   0.11  6.95  -6.38   26.86   -1.00   25.93    0.16   25.41    0.14   25.03    0.09   24.93    0.11   24.71    0.13
   234168 150.02822739  1.635497547   0.67 10.12 -10.66   27.08    0.75   26.23    0.20   24.72    0.10   23.74    0.04   22.65    0.02   22.26    0.02
   234222 150.06120731  1.636118902   0.48  9.79  -0.94   26.12    0.31   25.29    0.12   24.23    0.08   23.48    0.04   22.81    0.04   22.41    0.02
   234344 150.11637767  1.637379653   0.99 10.06 -12.88   27.24   -1.00   27.66   -1.00   26.53    0.45   26.09    0.33   24.93    0.17   23.81    0.07
   234448 150.35172734  1.635993246   0.67 10.89  -0.03   25.00    0.16   23.86    0.05   22.90    0.03   22.19    0.02   21.16    0.01   20.73    0.00
   234512 149.69011132  1.636112856   1.14 10.62  -1.95   26.74   -1.00   27.53    0.63   26.28    0.33   25.23    0.15   23.82    0.07   22.81    0.03
   234640 149.80691692  1.637893822   0.41  8.45  -3.75   26.77   -1.00   26.27    0.21   25.22    0.13   24.52    0.07   24.15    0.07   23.94    0.08
   234685 149.71720120  1.634987579   0.66 10.84  -2.44   25.23    0.27   24.43    0.07   22.98    0.04   22.06    0.02   20.96    0.01   20.48    0.00
   234745 150.29964682  1.637986439   1.14 10.50  -0.40   26.86   -1.00   27.07    0.40   26.85    0.45   25.81    0.17   24.78    0.11   23.71    0.06
   234781 149.79155591  1.636573226   0.98 10.99 -20.63   26.74   -1.00   26.23    0.19   26.12    0.25   25.21    0.12   23.25    0.03   21.80    0.01
   234813 149.92554828  1.637514519   0.83 10.36  -0.37   26.16    0.46   25.81    0.15   25.08    0.13   24.32    0.06   23.27    0.04   22.60    0.02
   235005 149.76822556  1.637518303   1.13 10.68  -0.22   26.36    0.73   26.11    0.19   26.00    0.24   25.08    0.11   24.27    0.08   23.18    0.04
   235088 150.02743077  1.636575073   0.65 11.22  -4.94   25.20    0.18   24.04    0.06   22.50    0.03   21.60    0.02   20.43    0.01   19.91    0.00
   235153 150.31373571  1.637262244   0.57 10.17  -1.82   25.93    0.36   24.71    0.07   23.52    0.04   22.67    0.02   21.78    0.01   21.38    0.01
   235169 149.93937619  1.636051219   0.38 10.61 -27.52   24.62    0.11   23.32    0.03   22.00    0.02   21.11    0.01   20.49    0.01   20.10    0.00
   235229 149.71818755  1.636769538   0.65 10.58  -0.76   25.98    0.46   24.99    0.09   23.79    0.06   22.91    0.03   21.87    0.02   21.41    0.01
   235287 149.89313344  1.638798442   0.37  8.74  -2.92   26.75   -1.00   27.03    0.39   26.15    0.26   25.38    0.14   24.66    0.10   24.35    0.12
   235297 150.32731700  1.637686129   0.52 10.59  -2.74   23.32    0.04   22.31    0.02   21.20    0.02   20.30    0.01   19.67    0.01   19.37    0.00
   235319 150.18998670  1.638358496   0.18  8.30  -2.62   26.30    0.35   25.31    0.10   24.33    0.07   23.96    0.05   23.59    0.05   23.39    0.05
   235501 150.19200127  1.638874221   0.17  8.09  -3.19   26.74    0.50   25.77    0.13   24.78    0.09   24.49    0.07   23.93    0.07   23.81    0.07
   235560 149.78102623  1.635217917   0.38 10.20  -0.72   24.38    0.11   23.55    0.04   22.57    0.03   21.78    0.02   21.20    0.01   20.87    0.01
   235702 150.28222995  1.639754227   0.41  8.35  -6.40   26.94   -1.00   27.45    0.51   26.36    0.28   25.44    0.13   24.82    0.11   24.65    0.13
   235718 150.24831216  1.639122572   1.62 11.02  -0.97   26.99   -1.00   27.19    0.41   26.27    0.28   25.65    0.15   24.49    0.09   23.59    0.06
   235876 149.79956112  1.638504057   0.90 10.38  -1.19   26.65    0.76   26.06    0.18   24.89    0.10   24.01    0.05   22.84    0.03   22.15    0.02
   235935 150.00018031  1.639067808   0.76 10.02  -1.11   25.89    0.27   25.67    0.13   24.54    0.08   23.84    0.05   22.71    0.02   22.30    0.02
   235939 149.87896155  1.638112546   0.82 10.80  -1.77   25.76    0.39   25.23    0.10   23.86    0.06   22.99    0.03   21.74    0.01   21.12    0.01
   236220 150.14984048  1.640400963   0.06  6.71  -4.21   26.61    0.46   26.21    0.19   25.34    0.14   25.18    0.11   24.86    0.12   24.47    0.13
   236333 150.22192391  1.640123995   0.22  8.28  -8.16   26.22    0.40   25.58    0.12   24.47    0.08   24.05    0.05   23.61    0.04   23.41    0.05
   236364 150.37241350  1.639564649   0.54  9.75  -0.98   25.52    0.24   25.10    0.10   24.25    0.07   23.46    0.04   22.79    0.02   22.48    0.02
   236416 150.13575292  1.639206495   0.53 10.10 -10.67   26.64    0.46   25.01    0.08   23.76    0.05   22.86    0.03   21.97    0.02   21.54    0.01
   236475 150.32213554  1.642646649   0.53 11.53   0.41   22.77    0.03   21.97    0.02   20.89    0.02   19.94    0.01   19.10    0.00   18.66    0.00
   236552 150.14715235  1.639972265   1.01 10.58  -0.54   27.21   -1.00   26.90    0.33   26.13    0.27   25.32    0.12   24.15    0.07   23.18    0.04
   236597 150.28171253  1.640317164   1.42 10.62   1.75   26.83   -1.00   26.92    0.37   25.88    0.22   25.54    0.15   24.68    0.11   23.77    0.06
   236661 150.23008645  1.640570343   0.72  9.36  -1.49   26.96    0.78   26.63    0.25   25.90    0.21   25.08    0.11   24.00    0.06   23.69    0.06
   236867 150.14128143  1.637935750   0.52 10.99 -11.95   24.28    0.07   22.93    0.03   21.66    0.02   20.67    0.01   19.85    0.01   19.42    0.00
   236914 150.28451333  1.640560354   1.54 11.15  -0.85   26.86   -1.00   27.08    0.40   26.47    0.34   25.43    0.14   23.90    0.05   23.03    0.03
   236954 149.79440000  1.639462818   0.61 10.55  -0.55   26.09    0.45   24.95    0.08   23.68    0.05   22.79    0.03   21.85    0.01   21.37    0.01
   236967 150.24339161  1.640046822   0.86 10.43  -0.12   25.39    0.21   25.12    0.10   24.47    0.08   23.83    0.05   22.89    0.03   22.33    0.02
   236999 150.22986944  1.641733868   0.69  8.80  -4.52   27.09   -1.00   27.69    0.56   26.50    0.31   25.84    0.18   25.00    0.14   24.74    0.14
   237284 149.69035124  1.639139302   0.33  9.57  -1.28   23.93    0.07   23.28    0.03   22.19    0.02   21.73    0.02   21.22    0.01   20.96    0.01
   237360 149.69467199  1.640575176   0.04  7.26  -5.97   25.93    0.63   24.85    0.12   24.38    0.12   23.89    0.08   23.46    0.08   23.20    0.08
   237520 150.33214498  1.641312005   0.37  9.06  -1.51   25.30    0.21   24.72    0.07   23.58    0.05   23.05    0.03   22.61    0.02   22.42    0.02
   237537 150.37498888  1.641309244   1.36 11.22  -2.07   26.75   -1.00   26.84    0.38   26.10    0.27   25.03    0.11   23.53    0.04   22.58    0.02
   237544 150.05772145  1.640511561   1.20 10.78   0.20   24.63    0.08   24.36    0.06   23.98    0.06   23.43    0.04   22.63    0.02   21.51    0.01
   237661 150.20179243  1.642099978   0.30  8.40  -2.17   26.31    0.35   25.68    0.13   24.57    0.08   24.14    0.05   23.66    0.05   23.59    0.06
   237663 149.91528255  1.640080328   0.54 10.50 -10.27   25.29    0.22   24.08    0.05   22.82    0.03   21.89    0.02   21.05    0.01   20.64    0.00
   237745 150.23220138  1.639208400   0.69 11.11   0.20   24.58    0.11   23.86    0.05   22.68    0.03   21.94    0.02   20.86    0.01   20.33    0.00
   237795 149.98384244  1.642672417   0.84  9.23  -1.36   26.09    0.32   25.50    0.11   25.33    0.13   24.99    0.10   23.92    0.07   23.28    0.04
   237836 149.76401464  1.641720275   0.81 10.16  -2.41   26.66   -1.00   27.18    0.41   25.51    0.15   24.50    0.07   23.29    0.03   22.64    0.02
   237846 150.08443842  1.639323898   0.61 10.93  -6.81   24.64    0.09   23.36    0.04   21.96    0.02   21.08    0.01   20.10    0.01   19.64    0.00
   238013 149.73929959  1.641001238   1.34 10.67  -0.18   25.86    0.40   25.44    0.12   24.95    0.11   24.51    0.08   23.71    0.05   22.73    0.03
   238058 149.94186521  1.643118343   0.37  8.82  -3.17   26.88   -1.00   26.12    0.17   24.93    0.10   24.37    0.06   23.80    0.05   23.56    0.05
   238130 149.86087600  1.641550797   0.53 10.17  -1.82   25.58    0.29   24.44    0.06   23.26    0.04   22.32    0.02   21.57    0.01   21.19    0.01
   238137 150.40320285  1.644007552   0.42 11.46  -0.73   22.83    0.03   21.48    0.02   20.16    0.01   19.31    0.01   18.66    0.00   18.23    0.00
   238237 150.15775631  1.642761784   0.74 10.01  -2.56   27.26   -1.00   26.55    0.25   25.26    0.14   24.44    0.06   23.23    0.03   22.73    0.03
   238350 150.30962906  1.643804095   0.98 10.07   0.83   26.95   -1.00   27.69   -1.00   26.98    0.48   26.07    0.21   24.75    0.10   23.98    0.07
   238384 149.49857293  1.641838544   0.68 10.29  -1.28   25.52    0.29   24.87    0.09   23.67    0.05   22.81    0.03   21.82    0.02   21.44    0.01
   238490 150.32585608  1.642330709   0.37 10.08  -1.21   25.11    0.19   23.96    0.05   22.79    0.03   22.09    0.02   21.46    0.01   21.11    0.01
   238515 149.72140329  1.643054626   0.67 10.47  -1.29   26.73   -1.00   25.93    0.16   24.42    0.08   23.57    0.04   22.44    0.02   21.93    0.01
   238752 150.32412040  1.644101716   0.53  9.89  -1.40   26.87   -1.00   26.14    0.20   24.83    0.10   23.94    0.05   23.13    0.03   22.73    0.02
   238781 149.79300938  1.643121535   0.77  9.86  -1.71   26.64   -1.00   26.66    0.29   25.45    0.16   24.64    0.09   23.43    0.05   22.94    0.04
   239051 150.12615324  1.642360349   0.37 10.36  -2.21   23.66    0.04   22.66    0.03   21.49    0.02   20.76    0.01   20.19    0.01   19.84    0.00
   239059 149.87748065  1.642946684   0.52 10.61  -0.68   25.25    0.23   24.16    0.05   23.06    0.04   22.13    0.02   21.33    0.01   20.91    0.01
   239076 150.30282650  1.644422752   1.56 11.03  -0.96   26.89   -1.00   26.61    0.28   26.20    0.26   25.55    0.14   24.23    0.07   23.40    0.04
   239080 149.99444095  1.645340844   0.81  8.88   0.06   27.02    0.74   26.55    0.23   26.59    0.35   26.00    0.20   24.84    0.11   24.63    0.14
   239214 150.16828136  1.644706374   0.22  8.77  -2.14   25.69    0.20   24.86    0.08   23.78    0.05   23.34    0.04   22.87    0.03   22.66    0.03
   239306 149.89448240  1.645385558   0.29  8.54  -2.38   26.83   -1.00   26.19    0.18   25.32    0.13   24.61    0.07   24.22    0.07   23.93    0.08
   239310 149.47192189  1.644633617   1.29 10.57  -1.00   26.79   -1.00   26.58    0.28   26.18    0.28   25.27    0.15   24.29    0.09   23.29    0.05
   239325 150.25761570  1.642815729   0.67 10.81  -0.95   26.31    0.49   25.21    0.10   23.63    0.05   22.75    0.03   21.63    0.01   21.11    0.01
   239334 149.79860772  1.645744339   0.30  7.89  -4.30   26.87   -1.00   26.58    0.23   25.61    0.15   25.07    0.10   24.68    0.10   24.60    0.14
   239376 149.47287284  1.643109898   0.64 10.77  -1.00   26.19    0.47   25.22    0.10   23.69    0.05   22.73    0.05   21.59    0.02   21.08    0.01
   239380 149.61185994  1.645463088   0.36  8.46  -2.12   26.55    0.64   26.17    0.20   25.13    0.12   24.60    0.08   24.09    0.07   23.89    0.08
   239483 150.30780129  1.644278047   0.22  9.09  -2.01   24.88    0.15   24.02    0.05   22.99    0.04   22.58    0.02   22.16    0.02   21.95    0.01
   239592 149.49119086  1.644284100   1.16 11.06   0.15   26.44    0.64   25.87    0.18   25.35    0.17   24.63    0.10   23.51    0.05   22.56    0.03
   239656 150.19060085  1.644183443   0.24  9.15  -1.59   24.57    0.10   23.86    0.05   22.90    0.04   22.49    0.03   22.09    0.02   21.93    0.02
   239692 149.55493378  1.644691137   0.77 10.90  -0.43   25.90    0.40   25.56    0.13   24.36    0.08   23.43    0.04   22.13    0.02   21.56    0.01
   239710 149.95703144  1.645858317   0.37  8.74  -3.99   26.16    0.38   25.46    0.11   24.27    0.07   23.68    0.04   23.19    0.03   22.95    0.03
   239792 149.67299119  1.646051942   0.44  8.91  -7.54   26.72   -1.00   26.71    0.28   25.55    0.16   24.70    0.08   23.92    0.06   23.67    0.06
